post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text
Boras Tapeter Wallpaper Velveteen,boras-tapeter-wallpaper-velveteen,,457238,"With its simple yet sophisticated colour palette, our Velveteen wallpaper in beige works well with an array of modern interiors. Inspired by the fabric with the same name which was so popular in the 1970s and 1980s, it offers a textured surface that creates a rich and tactile feel for warm and cosy rooms. Hang it in your living room, kitchen or dining area for a retro aesthetic that perfectly offsets contemporary styling.",<span></span>,publish,,0,,1,open,BT-3082-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Velveteen - 3082,variation-458889-of-boras-tapeter-wallpaper-velveteen,457238,458889,,Colour: 3082,publish,,0,,1,closed,BT-3082,BT-3082-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Velveteen - 3083,variation-458894-of-boras-tapeter-wallpaper-velveteen,457238,458894,,Colour: 3083,publish,,0,,1,closed,BT-3083,BT-3082-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Velveteen - 3084,variation-458899-of-boras-tapeter-wallpaper-velveteen,457238,458899,,Colour: 3084,publish,,0,,1,closed,BT-3084,BT-3082-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Velveteen - 3085,variation-458904-of-boras-tapeter-wallpaper-velveteen,457238,458904,,Colour: 3085,publish,,0,,1,closed,BT-3085,BT-3082-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Casablanca,boras-tapeter-wallpaper-casablanca,,457243,"Harking back to the art deco vibe of the 1970s, our Casablanca wallpaper is coloured in a palette of moss greens offset by shimmering gold and silver circles and lines. A modern tribute to the casual elegance of the second half of the twentieth century, the patternÂ¬Â¨âˆšâ‰ s earthy tones and curves add a rich and complex loveliness to the surrounding space. Hang it in your bedroom, living area or hallway for a look that is uniquely you.",<span></span>,publish,,0,,1,open,BT-3079-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Casablanca - 3079,variation-458909-of-boras-tapeter-wallpaper-casablanca,457243,458909,,Colour: 3079,publish,,0,,1,closed,BT-3079,BT-3079-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Casablanca - 3080,variation-458914-of-boras-tapeter-wallpaper-casablanca,457243,458914,,Colour: 3080,publish,,0,,1,closed,BT-3080,BT-3079-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Casablanca - 3081,variation-458918-of-boras-tapeter-wallpaper-casablanca,457243,458918,,Colour: 3081,publish,,0,,1,closed,BT-3081,BT-3079-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito,boras-tapeter-wallpaper-spirito,,457248,"Coloured in shades of midnight blue, our Spirito wallpaper features an intricate surface print that adds an on-trend element to modern interiors. With glimmers of silver to highlight its swirling pattern, this wallpaper is mystical and sumptuous. Hang it in your living room, dining area or hallway to create a chic and stylish aesthetic.",<span></span>,publish,,0,,1,open,BT-3074-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito - 3074,variation-458922-of-boras-tapeter-wallpaper-spirito,457248,458922,,Colour: 3074,publish,,0,,1,closed,BT-3074,BT-3074-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito - 3075,variation-458928-of-boras-tapeter-wallpaper-spirito,457248,458928,,Colour: 3075,publish,,0,,1,closed,BT-3075,BT-3074-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito - 3076,variation-458933-of-boras-tapeter-wallpaper-spirito,457248,458933,,Colour: 3076,publish,,0,,1,closed,BT-3076,BT-3074-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito - 3077,variation-458938-of-boras-tapeter-wallpaper-spirito,457248,458938,,Colour: 3077,publish,,0,,1,closed,BT-3077,BT-3074-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Spirito - 3078,variation-458943-of-boras-tapeter-wallpaper-spirito,457248,458943,,Colour: 3078,publish,,0,,1,closed,BT-3078,BT-3074-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Palm Springs,boras-tapeter-wallpaper-palm-springs,,457254,"Coloured in contrasting shades of nougat brown grey, our Palm Springs wallpaper features an intricate and elegant foliage print. The luscious palm leaf pattern running through the wallpaper is highlighted with a beautiful pearlescent shimmer and creates a soft and delicate look. Hang it in your bedroom, living room or dining area for a look that is effortlessly on trend.",<span></span>,publish,,0,,1,open,BT-3069-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Palm Springs - 3069,variation-458948-of-boras-tapeter-wallpaper-palm-springs,457254,458948,,Colour: 3069,publish,,0,,1,closed,BT-3069,BT-3069-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Palm Springs - 3070,variation-458954-of-boras-tapeter-wallpaper-palm-springs,457254,458954,,Colour: 3070,publish,,0,,1,closed,BT-3070,BT-3069-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Palm Springs - 3072,variation-458959-of-boras-tapeter-wallpaper-palm-springs,457254,458959,,Colour: 3072,publish,,0,,1,closed,BT-3072,BT-3069-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Palm Springs - 3073,variation-458964-of-boras-tapeter-wallpaper-palm-springs,457254,458964,,Colour: 3073,publish,,0,,1,closed,BT-3073,BT-3069-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu,boras-tapeter-wallpaper-malibu,,457260,"Coloured in shimmering shades of green, our Malibu wallpaper is the ideal choice for opulent interiors. Inspired by the ocean views from CaliforniaÂ¬Â¨âˆšâ‰ s glamourous Malibu coast, this print with its rich colours, enhanced by the metallic mix, is perfect for creating homely spaces. Hang it in your bedroom, living room or dining area for a look that is deliciously decadent.",<span></span>,publish,,0,,1,open,BT-3064-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu - 3064,variation-458969-of-boras-tapeter-wallpaper-malibu,457260,458969,,Colour: 3064,publish,,0,,1,closed,BT-3064,BT-3064-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu - 3065,variation-458975-of-boras-tapeter-wallpaper-malibu,457260,458975,,Colour: 3065,publish,,0,,1,closed,BT-3065,BT-3064-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu - 3066,variation-458981-of-boras-tapeter-wallpaper-malibu,457260,458981,,Colour: 3066,publish,,0,,1,closed,BT-3066,BT-3064-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu - 3067,variation-458986-of-boras-tapeter-wallpaper-malibu,457260,458986,,Colour: 3067,publish,,0,,1,closed,BT-3067,BT-3064-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Malibu - 3068,variation-458991-of-boras-tapeter-wallpaper-malibu,457260,458991,,Colour: 3068,publish,,0,,1,closed,BT-3068,BT-3064-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Copacabana,boras-tapeter-wallpaper-copacabana,,457266,"Inspired by the exotic beach that it takes its name from, our Copacabana wallpaper features lush green palm trees on a luxurious beige bamboo grid backdrop. This vibrant yet calming design adds an on-trend element to even the simplest styling. Hang it in your bedroom, living area or stairway to bring the beauty of Mother Nature into your home.",<span></span>,publish,,0,,1,open,BT-3060-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Copacabana - 3060,variation-458996-of-boras-tapeter-wallpaper-copacabana,457266,458996,,Colour: 3060,publish,,0,,1,closed,BT-3060,BT-3060-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Copacabana - 3061,variation-459003-of-boras-tapeter-wallpaper-copacabana,457266,459003,,Colour: 3061,publish,,0,,1,closed,BT-3061,BT-3060-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Copacabana - 3062,variation-459008-of-boras-tapeter-wallpaper-copacabana,457266,459008,,Colour: 3062,publish,,0,,1,closed,BT-3062,BT-3060-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Cosmopolitan,boras-tapeter-wallpaper-cosmopolitan,,457273,"Coloured in contrasting shades of pearlescent pink, our Cosmopolitan wallpaper with its expressive pattern creates a retro style with a modern on-trend palette. Circles, semi-circles and squares are key forms and shapes in its design and create a fresh and contemporary style for the surrounding space. Hang it in your bedroom, living room or dining area for a look that is intricate and artistic.",<span></span>,publish,,0,,1,open,BT-3056-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Cosmopolitan - 3056,variation-459013-of-boras-tapeter-wallpaper-cosmopolitan,457273,459013,,Colour: 3056,publish,,0,,1,closed,BT-3056,BT-3056-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Cosmopolitan - 3057,variation-459019-of-boras-tapeter-wallpaper-cosmopolitan,457273,459019,,Colour: 3057,publish,,0,,1,closed,BT-3057,BT-3056-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Cosmopolitan - 3058,variation-459024-of-boras-tapeter-wallpaper-cosmopolitan,457273,459024,,Colour: 3058,publish,,0,,1,closed,BT-3058,BT-3056-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Cosmopolitan - 3059,variation-459029-of-boras-tapeter-wallpaper-cosmopolitan,457273,459029,,Colour: 3059,publish,,0,,1,closed,BT-3059,BT-3056-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Madison,boras-tapeter-wallpaper-madison,,457279,"Coloured in shades of olive green and pastel blue, our Madison wallpaper is inspired by the New York city map and its intricate structure of overlapping lines. The sublimely stylish pattern with its elegant vintage detail would be a wonderful addition to any contemporary interior. An ideal wallpaper to hang in your kitchen, dining area or stairway to add on-trend look to your home.",<span></span>,publish,,0,,1,open,BT-3053-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Madison - 3053,variation-459034-of-boras-tapeter-wallpaper-madison,457279,459034,,Colour: 3053,publish,,0,,1,closed,BT-3053,BT-3053-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Madison - 3055,variation-459041-of-boras-tapeter-wallpaper-madison,457279,459041,,Colour: 3055,publish,,0,,1,closed,BT-3055,BT-3053-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Venice,boras-tapeter-wallpaper-venice,,457286,"Beautifully coloured in a deep blue with bronze-gold arches, our Venice wallpaper adds an elegant touch to luxuriously styled homes. Its structured design is inspired by old Venetian windows and brings Italian vibrancy and sumptuousness to its surrounding space. Hang it in your kitchen, dining area or hallway for a look that is inimitably chic and sophisticated.",<span></span>,publish,,0,,1,open,BT-3050-P,,,no,no,,230,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Venice - 3050,variation-459046-of-boras-tapeter-wallpaper-venice,457286,459046,,Colour: 3050,publish,,0,,1,closed,BT-3050,BT-3050-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Venice - 3051,variation-459052-of-boras-tapeter-wallpaper-venice,457286,459052,,Colour: 3051,publish,,0,,1,closed,BT-3051,BT-3050-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Venice - 3052,variation-459057-of-boras-tapeter-wallpaper-venice,457286,459057,,Colour: 3052,publish,,0,,1,closed,BT-3052,BT-3050-P,,no,no,0,230,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Up North,boras-tapeter-wallpaper-up-north,,457292,"Coloured in a rustic palette of rich oranges and earthy browns, our Up North wallpaper is inspired by the abundance of flora and fauna found in SwedenÂ¬Â¨âˆšâ‰ s forests. Designed in collaboration with lifestyle brand Newbie, itÂ¬Â¨âˆšâ‰ s has a wonderfully charming appeal. Hang it in bedrooms, nurseries, and play areas to create an enchanting and adorable aesthetic.",<span></span>,publish,,0,,1,open,BT-7479,,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Forest Friends,boras-tapeter-wallpaper-forest-friends,,457298,"Coloured in a gorgeous palette of contrasting greens, our Forest Friends wallpaper features a series of intricate illustrations. Filled with a selection of woodland flora and fauna, its design comes courtesy of Swedish lifestyle brand Newbie and is a wonderful marriage of sweet and stylish. Hang it in your childÂ¬Â¨âˆšâ‰ s bedroom, nursery, or play area to create a wonderful world for them to get lost in their imagination.",<span></span>,publish,,0,,1,open,BT-7477-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Forest Friends - 7477,variation-459062-of-boras-tapeter-wallpaper-forest-friends,457298,459062,,Colour: 7477,publish,,0,,1,closed,BT-7477,BT-7477-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Forest Friends - 7478,variation-459068-of-boras-tapeter-wallpaper-forest-friends,457298,459068,,Colour: 7478,publish,,0,,1,closed,BT-7478,BT-7477-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Magic Forest,boras-tapeter-wallpaper-magic-forest,,457304,"Coloured in a pastel-hued palette of pinks and blues, our Magic Forest wallpaper is the perfect pick for childrenÂ¬Â¨âˆšâ‰ s rooms. Building an adorable backdrop filled with woodland fauna, it has been created in collaboration with Swedish lifestyle brand Newbie. Hang it in bedrooms, nurseries and play areas to nurture a lifelong love of the natural world and its many marvels.",<span></span>,publish,,0,,1,open,BT-7474-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Magic Forest - 7474,variation-459073-of-boras-tapeter-wallpaper-magic-forest,457304,459073,,Colour: 7474,publish,,0,,1,closed,BT-7474,BT-7474-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Magic Forest - 7475,variation-459078-of-boras-tapeter-wallpaper-magic-forest,457304,459078,,Colour: 7475,publish,,0,,1,closed,BT-7475,BT-7474-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Magic Forest - 7476,variation-459083-of-boras-tapeter-wallpaper-magic-forest,457304,459083,,Colour: 7476,publish,,0,,1,closed,BT-7476,BT-7474-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Deer Love,boras-tapeter-wallpaper-deer-love,,457309,"Coloured in a palette of pinks and greens set against a simple pinkbeige background, our beautiful Deer Love wallpaper has been designed in collaboration with Swedish lifestyle brand Newbie. Depicting a sweet woodland scene of flora and fauna, it creates a magical backdrop for bedrooms and nurseries. Hang it in your home to build the most adorable area for your little ones.",<span></span>,publish,,0,,1,open,BT-7473,,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rosie,boras-tapeter-wallpaper-rosie,,457314,"Coloured in a palette of pink and beige tones, our Rosie wallpaper is vivid and vivacious. A great option for childrenÂ¬Â¨âˆšâ‰ s rooms, it has been specially designed by Swedish lifestyle brand Newbie, to create a beautifully romantic look. Hang it in bedrooms and study areas for an elegant aesthetic.",<span></span>,publish,,0,,1,open,BT-7469-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rosie - 7469,variation-459089-of-boras-tapeter-wallpaper-rosie,457314,459089,,Colour: 7469,publish,,0,,1,closed,BT-7469,BT-7469-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rosie - 7470,variation-459095-of-boras-tapeter-wallpaper-rosie,457314,459095,,Colour: 7470,publish,,0,,1,closed,BT-7470,BT-7469-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Jasmine,boras-tapeter-wallpaper-jasmine,,457320,"With tiny pink and pale blue flowers set against a deeper blue backdrop, our Jasmine wallpaper features a delicate yet dreamy print from Swedish designer Newbie. Working well in smaller rooms, itÂ¬Â¨âˆšâ‰ s a great choice for older children and teens, creating a sweet yet stylish space.",<span></span>,publish,,0,,1,open,BT-7466-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Jasmine - 7466,variation-459101-of-boras-tapeter-wallpaper-jasmine,457320,459101,,Colour: 7466,publish,,0,,1,closed,BT-7466,BT-7466-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Jasmine - 7467,variation-459106-of-boras-tapeter-wallpaper-jasmine,457320,459106,,Colour: 7467,publish,,0,,1,closed,BT-7467,BT-7466-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Jasmine - 7468,variation-459111-of-boras-tapeter-wallpaper-jasmine,457320,459111,,Colour: 7468,publish,,0,,1,closed,BT-7468,BT-7466-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rose Garden,boras-tapeter-wallpaper-rose-garden,,457325,"With its pretty print and pink-and-white colour palette, our Rose Garden wallpaper is an ideal choice for childrenÂ¬Â¨âˆšâ‰ s rooms. Dreamy and romantic, its beautiful blooms evoke the scent and warmth of a garden in summertime, to create a sweet and soothing space for teens and older children to feel at ease in.",<span></span>,publish,,0,,1,open,BT-7464-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rose Garden - 7464,variation-459117-of-boras-tapeter-wallpaper-rose-garden,457325,459117,,Colour: 7464,publish,,0,,1,closed,BT-7464,BT-7464-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Rose Garden - 7465,variation-459123-of-boras-tapeter-wallpaper-rose-garden,457325,459123,,Colour: 7465,publish,,0,,1,closed,BT-7465,BT-7464-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Wild Jungle,boras-tapeter-wallpaper-wild-jungle,,457331,"Filled with wonderful images of exotic creatures, our Wild Jungle wallpaper is the perfect pick for intrepid adventurers! Helping to create interest in the natural world, the gorgeous design was created in collaboration with Swedish lifestyle brand Newbie. Hang it in your home to nurture your childÂ¬Â¨âˆšâ‰ s creativity and sense of adventure.",<span></span>,publish,,0,,1,open,BT-7462,,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Up & Away,boras-tapeter-wallpaper-up-away,,457336,"Coloured in a simple palette of white and grey, our Up & Away wallpaper has been specially designed in collaboration with Newbie. Featuring adorable images of illustrated rabbits exploring a world of fluffy clouds and patterned kites, itÂ¬Â¨âˆšâ‰ s sure to send your little one into the sweetest of dreams. Hang it in their nursery, bedroom, or play area for an adorable look.",<span></span>,publish,,0,,1,open,BT-7459-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Up & Away - 7459,variation-459129-of-boras-tapeter-wallpaper-up-away,457336,459129,,Colour: 7459,publish,,0,,1,closed,BT-7459,BT-7459-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Up & Away - 7460,variation-459135-of-boras-tapeter-wallpaper-up-away,457336,459135,,Colour: 7460,publish,,0,,1,closed,BT-7460,BT-7459-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Up & Away - 7461,variation-459140-of-boras-tapeter-wallpaper-up-away,457336,459140,,Colour: 7461,publish,,0,,1,closed,BT-7461,BT-7459-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Adventures,boras-tapeter-wallpaper-adventures,,457342,"With its simple yet stylish colour scheme, our Adventures wallpaper is the perfect pick for infant explorers. Developed in collaboration with Swedish lifestyle brand Newbie, it allows little ones to take a trip around the world, so they can plan out their future travels and go anywhere their imagination takes them. Hang it in your childÂ¬Â¨âˆšâ‰ s bedroom or nursery and encourage them to dream.",<span></span>,publish,,0,,1,open,BT-7457-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Adventures - 7457,variation-459145-of-boras-tapeter-wallpaper-adventures,457342,459145,,Colour: 7457,publish,,0,,1,closed,BT-7457,BT-7457-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Adventures - 7458,variation-459150-of-boras-tapeter-wallpaper-adventures,457342,459150,,Colour: 7458,publish,,0,,1,closed,BT-7458,BT-7457-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Bon Voyage,boras-tapeter-wallpaper-bon-voyage,,457347,"Featuring a chic and simple colour scheme, our Bon Voyage wallpaper has been specially designed for us by Swedish lifestyle brand Newbie. Filled with intricately drawn images of old-fashioned aeroplanes and antique hot air balloons, its elegant illustrations provide plenty of inspiration for fertile young minds. Hang it in your home and let your little oneÂ¬Â¨âˆšâ‰ s imagination take wing.",<span></span>,publish,,0,,1,open,BT-7454-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Bon Voyage - 7454,variation-459155-of-boras-tapeter-wallpaper-bon-voyage,457347,459155,,Colour: 7454,publish,,0,,1,closed,BT-7454,BT-7454-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Bon Voyage - 7455,variation-459160-of-boras-tapeter-wallpaper-bon-voyage,457347,459160,,Colour: 7455,publish,,0,,1,closed,BT-7455,BT-7454-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Bon Voyage - 7456,variation-459165-of-boras-tapeter-wallpaper-bon-voyage,457347,459165,,Colour: 7456,publish,,0,,1,closed,BT-7456,BT-7454-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Whales,boras-tapeter-wallpaper-whales,,457352,"Featuring a gorgeous grey and white colour scheme, our Whales wallpaper comes to us courtesy of the designers at Newbie. Featuring a family of crustaceans swimming peacefully in their underwater realm, itÂ¬Â¨âˆšâ‰ s made to nurture a love of the natural world in children of all ages. Hang it in your little oneÂ¬Â¨âˆšâ‰ s bedroom or nursery to give them a beautiful nightÂ¬Â¨âˆšâ‰ s sleep.",<span></span>,publish,,0,,1,open,BT-7452-P,,,no,no,,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Whales - 7452,variation-459171-of-boras-tapeter-wallpaper-whales,457352,459171,,Colour: 7452,publish,,0,,1,closed,BT-7452,BT-7452-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Whales - 7453,variation-459176-of-boras-tapeter-wallpaper-whales,457352,459176,,Colour: 7453,publish,,0,,1,closed,BT-7453,BT-7452-P,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,,,no,taxable,,,no,,,,,,,
Boras Tapeter Wallpaper Treasure Island,boras-tapeter-wallpaper-treasure-island,,457357,"Delicately inked in blue, our Treasure Island wallpaper features a series of ocean-themed illustrations set against a simple white backdrop. With dozens of intricate details, from schools of fish through to floating bottles, its delightful print has been specially designed for us by Swedish lifestyle brand Newbie. Hang it in your little oneÂ¬Â¨âˆšâ‰ s bedroom to let their imagination take wing.",<span></span>,publish,,0,,1,open,BT-7450,,,no,no,0,194,,1.3,60,8.5,60,,onbackorder,no,no,,no,taxable,,,no,,,,,,,
