post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,stock_status,backorders
Designers Guild Fabric Fortezza - Slate,variation-999535738-of-designers-guild-fabric-fortezza,999535035,999535738,,Colour: Slate,publish,,0,17/04/22 10:49,1049,closed,FDG2864-09,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Charcoal,variation-999535743-of-designers-guild-fabric-fortezza,999535035,999535743,,Colour: Charcoal,publish,,0,17/04/22 10:49,1049,closed,FDG2864-10,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Graphite,variation-999535748-of-designers-guild-fabric-fortezza,999535035,999535748,,Colour: Graphite,publish,,0,17/04/22 10:49,1049,closed,FDG2864-11,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Zinc,variation-999535753-of-designers-guild-fabric-fortezza,999535035,999535753,,Colour: Zinc,publish,,0,17/04/22 10:49,1049,closed,FDG2864-12,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Smoke,variation-999535758-of-designers-guild-fabric-fortezza,999535035,999535758,,Colour: Smoke,publish,,0,17/04/22 10:49,1049,closed,FDG2864-13,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Platinum,variation-999535763-of-designers-guild-fabric-fortezza,999535035,999535763,,Colour: Platinum,publish,,0,17/04/22 10:49,1049,closed,FDG2864-14,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Cloud,variation-999535768-of-designers-guild-fabric-fortezza,999535035,999535768,,Colour: Cloud,publish,,0,17/04/22 10:49,1049,closed,FDG2864-15,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Dove,variation-999535773-of-designers-guild-fabric-fortezza,999535035,999535773,,Colour: Dove,publish,,0,17/04/22 10:49,1049,closed,FDG2864-16,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Moss,variation-999535778-of-designers-guild-fabric-fortezza,999535035,999535778,,Colour: Moss,publish,,0,17/04/22 10:49,1049,closed,FDG2864-17,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Jade,variation-999535783-of-designers-guild-fabric-fortezza,999535035,999535783,,Colour: Jade,publish,,0,17/04/22 10:49,1049,closed,FDG2864-18,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Celadon,variation-999535788-of-designers-guild-fabric-fortezza,999535035,999535788,,Colour: Celadon,publish,,0,17/04/22 10:49,1049,closed,FDG2864-19,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Aqua,variation-999535793-of-designers-guild-fabric-fortezza,999535035,999535793,,Colour: Aqua,publish,,0,17/04/22 10:49,1049,closed,FDG2864-20,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Duck Egg,variation-999535798-of-designers-guild-fabric-fortezza,999535035,999535798,,Colour: Duck Egg,publish,,0,17/04/22 10:49,1049,closed,FDG2864-21,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Waterblue,variation-999535803-of-designers-guild-fabric-fortezza,999535035,999535803,,Colour: Waterblue,publish,,0,17/04/22 10:49,1049,closed,FDG2864-22,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Teal,variation-999535808-of-designers-guild-fabric-fortezza,999535035,999535808,,Colour: Teal,publish,,0,17/04/22 10:49,1049,closed,FDG2864-23,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Indigo,variation-999535813-of-designers-guild-fabric-fortezza,999535035,999535813,,Colour: Indigo,publish,,0,17/04/22 10:49,1049,closed,FDG2864-24,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Midnight,variation-999535818-of-designers-guild-fabric-fortezza,999535035,999535818,,Colour: Midnight,publish,,0,17/04/22 10:49,1049,closed,FDG2864-25,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Plum,variation-999535823-of-designers-guild-fabric-fortezza,999535035,999535823,,Colour: Plum,publish,,0,17/04/22 10:49,1049,closed,FDG2864-26,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Orchid,variation-999535828-of-designers-guild-fabric-fortezza,999535035,999535828,,Colour: Orchid,publish,,0,17/04/22 10:49,1049,closed,FDG2864-27,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Petal,variation-999535833-of-designers-guild-fabric-fortezza,999535035,999535833,,Colour: Petal,publish,,0,17/04/22 10:49,1049,closed,FDG2864-28,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Terracotta,variation-999535838-of-designers-guild-fabric-fortezza,999535035,999535838,,Colour: Terracotta,publish,,0,17/04/22 10:49,1049,closed,FDG2864-29,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Fortezza - Claret,variation-999535843-of-designers-guild-fabric-fortezza,999535035,999535843,,Colour: Claret,publish,,0,17/04/22 10:49,1049,closed,FDG2864-30,FDG2864-05-P,,onbackorder,no
Designers Guild Fabric Muretto,designers-guild-fabric-muretto,,999535040,An incredibly smart 100% flame retardant wide-width linen-blend weave with a unique soft black-out coating for blinds and curtains. Washable and in a naturally inspired colour palette.,"<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:49,1049,open,FDG2865-05-P,,,onbackorder,no
Designers Guild Fabric Muretto - Slate,variation-999535848-of-designers-guild-fabric-muretto,999535040,999535849,,Colour: Slate,publish,,0,17/04/22 10:49,1049,closed,FDG2865-05,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Duck Egg,variation-999535853-of-designers-guild-fabric-muretto,999535040,999535853,,Colour: Duck Egg,publish,,0,17/04/22 10:49,1049,closed,FDG2865-06,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Denim,variation-999535858-of-designers-guild-fabric-muretto,999535040,999535858,,Colour: Denim,publish,,0,17/04/22 10:49,1049,closed,FDG2865-07,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Aqua,variation-999535863-of-designers-guild-fabric-muretto,999535040,999535863,,Colour: Aqua,publish,,0,17/04/22 10:49,1049,closed,FDG2865-08,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Sage,variation-999535868-of-designers-guild-fabric-muretto,999535040,999535868,,Colour: Sage,publish,,0,17/04/22 10:50,1049,closed,FDG2865-09,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Sand,variation-999535873-of-designers-guild-fabric-muretto,999535040,999535873,,Colour: Sand,publish,,0,17/04/22 10:50,1049,closed,FDG2865-10,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Birch,variation-999535878-of-designers-guild-fabric-muretto,999535040,999535878,,Colour: Birch,publish,,0,17/04/22 10:50,1049,closed,FDG2865-11,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Natural,variation-999535883-of-designers-guild-fabric-muretto,999535040,999535883,,Colour: Natural,publish,,0,17/04/22 10:50,1049,closed,FDG2865-12,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Linen,variation-999535888-of-designers-guild-fabric-muretto,999535040,999535888,,Colour: Linen,publish,,0,17/04/22 10:50,1049,closed,FDG2865-13,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Parchment,variation-999535893-of-designers-guild-fabric-muretto,999535040,999535893,,Colour: Parchment,publish,,0,17/04/22 10:50,1049,closed,FDG2865-14,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Muretto - Chalk,variation-999535898-of-designers-guild-fabric-muretto,999535040,999535898,,Colour: Chalk,publish,,0,17/04/22 10:50,1049,closed,FDG2865-15,FDG2865-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre,designers-guild-fabric-bellavista-ombre,,999535045,"Our best selling wide-width super soft linen-look voile, now available with a Saraille inspired ombre print. Woven with a unique 100% flame retardant inherent yarn and then digitally printed to create a stunning shaded ombre. For a broad spectrum of interior and contract settings. Washable and available in 10 colourways, from contemporary neutrals to smart signature shades, this fine mid weight shaded voile is a must for all interior schemes.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2866-05-P,,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Duck Egg,variation-999535903-of-designers-guild-fabric-bellavista-ombre,999535045,999535904,,Colour: Duck Egg,publish,,0,17/04/22 10:50,1049,closed,FDG2866-05,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Grass,variation-999535908-of-designers-guild-fabric-bellavista-ombre,999535045,999535908,,Colour: Grass,publish,,0,17/04/22 10:50,1049,closed,FDG2866-06,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Roebuck,variation-999535913-of-designers-guild-fabric-bellavista-ombre,999535045,999535913,,Colour: Roebuck,publish,,0,17/04/22 10:50,1049,closed,FDG2866-07,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Pebble,variation-999535918-of-designers-guild-fabric-bellavista-ombre,999535045,999535918,,Colour: Pebble,publish,,0,17/04/22 10:50,1049,closed,FDG2866-08,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Blossom,variation-999535923-of-designers-guild-fabric-bellavista-ombre,999535045,999535923,,Colour: Blossom,publish,,0,17/04/22 10:50,1049,closed,FDG2866-09,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Bellavista Ombre - Coral,variation-999535928-of-designers-guild-fabric-bellavista-ombre,999535045,999535928,,Colour: Coral,publish,,0,17/04/22 10:50,1049,closed,FDG2866-10,FDG2866-05-P,,onbackorder,no
Designers Guild Fabric Brera Gessato,designers-guild-fabric-brera-gessato-2,,999535050,"A wonderfully soft 100% pure linen woven stripe with fine black pinstripes that accentuate blocks of beautiful tonal colour. An exceptional upholstery fabric, heavy and durable, with all the natural charm and character of linen for a textural and sensual experience. A perfect fabric for adding a tailored edge to curtains, blinds, cushions, bedcovers and upholstery. Available in six versatile colourways. Machine washable on gentle cycle at 30 degrees Celsius. Coordinates beautifully with out best selling pure tumbled linen, Brera Lino.","<h1>Care Codes</h1><p><img align=baseline alt=MACHINE WASH UP TO 30DEG - MEDIUM AGITATION height=39 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-30DEG-MEDIUM-AGITATION.png"" title=MACHINE WASH UP TO 30DEG - MEDIUM AGITATION width=45 />&nbsp;<img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 />&nbsp;<img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 />&nbsp;<img align=baseline alt=COOL IRON height=30 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/COOL-IRON.png"" title=COOL IRON width=49 />&nbsp;<img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 /><br />&nbsp;</p><h1>Care Code Guide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span></p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2903-01-P,,,onbackorder,no
Designers Guild Fabric Brera Gessato - Zinc,variation-999535933-of-designers-guild-fabric-brera-gessato,999535050,999535934,,Colour: Zinc,publish,,0,17/04/22 10:50,1049,closed,FDG2903-01,FDG2903-01-P,,onbackorder,no
Designers Guild Fabric Brera Gessato - Delft,variation-999535938-of-designers-guild-fabric-brera-gessato,999535050,999535938,,Colour: Delft,publish,,0,17/04/22 10:50,1049,closed,FDG2903-02,FDG2903-01-P,,onbackorder,no
Designers Guild Fabric Brera Gessato - Jade,variation-999535942-of-designers-guild-fabric-brera-gessato,999535050,999535942,,Colour: Jade,publish,,0,17/04/22 10:50,1049,closed,FDG2903-03,FDG2903-01-P,,onbackorder,no
Designers Guild Fabric Brera Gessato - Hemp,variation-999535947-of-designers-guild-fabric-brera-gessato,999535050,999535947,,Colour: Hemp,publish,,0,17/04/22 10:50,1049,closed,FDG2903-04,FDG2903-01-P,,onbackorder,no
Designers Guild Fabric Arlecchino,designers-guild-fabric-arlecchino,,999535055,"An elegant presentation of romantic painterly florals and textural effects on a harlequin ground. This compelling decorative design is digitally printed onto a linen union fabric to achieve luminosity of colour. An ideal fabric for curtains, blinds, cushions, bedcovers and upholstery alike. Available in two chalky colourways.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2904-01-P,,,onbackorder,no
Designers Guild Fabric Arlecchino - Tuberose,variation-999535952-of-designers-guild-fabric-arlecchino,999535055,999535953,,Colour: Tuberose,publish,,0,17/04/22 10:50,1049,closed,FDG2904-01,FDG2904-01-P,,onbackorder,no
Designers Guild Fabric Arlecchino - Sky,variation-999535957-of-designers-guild-fabric-arlecchino,999535055,999535957,,Colour: Sky,publish,,0,17/04/22 10:50,1049,closed,FDG2904-02,FDG2904-01-P,,onbackorder,no
Designers Guild Fabric Carrara Fiore Grande,designers-guild-fabric-carrara-fiore-grande,,999535060,"A beautiful mix of large scale florals on a textural ground reminiscent of Carrara marble. Digitally printed onto 100% pure linen with a soft tumbled finish ideally suited to curtains, blinds and cushions. Available in two soft colourways.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2907-01-P,,,onbackorder,no
Designers Guild Fabric Carrara Fiore Grande - Platinum,variation-999535962-of-designers-guild-fabric-carrara-fiore-grande,999535060,999535964,,Colour: Platinum,publish,,0,17/04/22 10:50,1049,closed,FDG2907-01,FDG2907-01-P,,onbackorder,no
Designers Guild Fabric Carrara Fiore Grande - Verde,variation-999535968-of-designers-guild-fabric-carrara-fiore-grande,999535060,999535968,,Colour: Verde,publish,,0,17/04/22 10:50,1049,closed,FDG2907-02,FDG2907-01-P,,onbackorder,no
Designers Guild Fabric Carrara Fiore,designers-guild-fabric-carrara-fiore,,999535066,"In natural tones, comes a timeless evocation of painterly old roses set on a Carrara marble inspired ground. This arresting display is digitally printed onto pure linen and is wonderfully suited for curtains, blinds, cushions, loose covers and upholstery. In two classic colourways.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2908-01-P,,,onbackorder,no
Designers Guild Fabric Carrara Fiore - Natural,variation-999535973-of-designers-guild-fabric-carrara-fiore,999535066,999535974,,Colour: Natural,publish,,0,17/04/22 10:50,1049,closed,FDG2908-01,FDG2908-01-P,,onbackorder,no
Designers Guild Fabric Carrara Fiore - Slate Blue,variation-999535978-of-designers-guild-fabric-carrara-fiore,999535066,999535978,,Colour: Slate Blue,publish,,0,17/04/22 10:50,1049,closed,FDG2908-02,FDG2908-01-P,,onbackorder,no
Designers Guild Fabric Millefiore,designers-guild-fabric-millefiore,,999535071,"A highly ornate study of hand painted florals in delicate tonal watercolour. Inspired by the intricate glass making technique from Venice, this decorative design is painstakingly composed with fine artisanal detail. Digitally printed onto a pure cotton ground and the perfect fabric for patterned curtains, blinds, cushions, bedcovers and upholstery. Available in two versatile colourways. Machine washable on gentle cycle at 40 degrees Celsius.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2909-01-P,,,onbackorder,no
Designers Guild Fabric Millefiore - Cameo,variation-999535983-of-designers-guild-fabric-millefiore,999535071,999535984,,Colour: Cameo,publish,,0,17/04/22 10:50,1049,closed,FDG2909-01,FDG2909-01-P,,onbackorder,no
Designers Guild Fabric Millefiore - Delft,variation-999535988-of-designers-guild-fabric-millefiore,999535071,999535988,,Colour: Delft,publish,,0,17/04/22 10:50,1049,closed,FDG2909-02,FDG2909-01-P,,onbackorder,no
Designers Guild Fabric Barchessa,designers-guild-fabric-barchessa,,999535076,"Inspired by Venetian architecture, this contemporary block print inspired design features a layered textural effect, reminiscent of villa facades. Its striking design is digitally printed onto a cotton ground for a soft, subtle brushed feel and can be used for curtains, blinds, cushions and upholstery. In three subtle colourways. Machine washable on gentle cycle at 40 degrees Celsius.","<h1>fabric guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics, please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/INSPIRY-FABRIC-CARE.pdf""><span style=color:#696969;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation.</p>",publish,,0,17/04/22 10:50,1049,open,FDG2915-01-P,,,onbackorder,no
Designers Guild Fabric Barchessa - Ochre,variation-999535993-of-designers-guild-fabric-barchessa,999535076,999535994,,Colour: Ochre,publish,,0,17/04/22 10:50,1049,closed,FDG2915-01,FDG2915-01-P,,onbackorder,no
Designers Guild Fabric Barchessa - Celadon,variation-999535998-of-designers-guild-fabric-barchessa,999535076,999535998,,Colour: Celadon,publish,,0,17/04/22 10:50,1049,closed,FDG2915-02,FDG2915-01-P,,onbackorder,no
Designers Guild Fabric Barchessa - Slate,variation-999536003-of-designers-guild-fabric-barchessa,999535076,999536003,,Colour: Slate,publish,,0,17/04/22 10:51,1049,closed,FDG2915-03,FDG2915-01-P,,onbackorder,no
Designers Guild Fabric Delray Outdoor,designers-guild-fabric-delray-outdoor-2,,999535081,"A bold geometric pattern, jacquard woven in an innovative solution dyed mould resistant fibre for outdoor use. Strong and hardwearing with exceptional lightfastness for all exterior cushions, seating and sun loungers as well as interior spaces requiring optimum practicality.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION height=40 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-40DEG-MEDIUM-AGITATION.png"" title=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION width=44 />&nbsp;<img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 />&nbsp;<img align=baseline alt=TUMBLE DRY MEDIUM height=37 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/TUMBLE-DRY-MEDIUM.png"" title=TUMBLE DRY MEDIUM width=38 />&nbsp;<img align=baseline alt=MEDIUM IRON height=31 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MEDIUM-IRON.png"" title=MEDIUM IRON width=49 />&nbsp;<img align=baseline alt=PROFESSIONAL DRY CLEAN height=46 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/PROFESSIONAL-DRY-CLEAN.png"" title=PROFESSIONAL DRY CLEAN width=44 />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from; therefore we recommend viewing in person for true colour representation. </p>",publish,,0,17/04/22 10:51,1049,open,FDG2868-01-P,,,onbackorder,no
Designers Guild Fabric Delray Outdoor - Aqua,variation-999536008-of-designers-guild-fabric-delray-outdoor,999535081,999536009,,Colour: Aqua,publish,,0,17/04/22 10:51,1049,closed,FDG2868-01,FDG2868-01-P,,onbackorder,no
Designers Guild Fabric Delray Outdoor - Acacia,variation-999536013-of-designers-guild-fabric-delray-outdoor,999535081,999536013,,Colour: Acacia,publish,,0,17/04/22 10:51,1049,closed,FDG2868-02,FDG2868-01-P,,onbackorder,no
Designers Guild Fabric Delray Outdoor - Natural,variation-999536018-of-designers-guild-fabric-delray-outdoor,999535081,999536018,,Colour: Natural,publish,,0,17/04/22 10:51,1049,closed,FDG2868-03,FDG2868-01-P,,onbackorder,no
Designers Guild Fabric Delray Outdoor - Graphite,variation-999536023-of-designers-guild-fabric-delray-outdoor,999535081,999536023,,Colour: Graphite,publish,,0,17/04/22 10:51,1049,closed,FDG2868-04,FDG2868-01-P,,onbackorder,no
Designers Guild Fabric Boynton Outdoor,designers-guild-fabric-boynton-outdoor,,999535086,"A must-have small scale chequered pattern to complete your exterior scheme. Woven with an innovative solution dyed resilient fibre for outdoor use. With superb lightfastness and mould resistance this stylish weave is perfect for all exterior cushions, seating and sun loungers as well as interiors requiring optimum practicality.","<h1>Care Code</h1><p>&nbsp;<img align=baseline alt=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION height=40 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/MACHINE-WASH-UP-TO-40DEG-MEDIUM-AGITATION.png"" title=MACHINE WASH UP TO 40DEG - MEDIUM AGITATION width=44 />&nbsp;<img align=baseline alt=NO BLEACH height=42 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-BLEACH.png"" title=NO BLEACH width=44 />&nbsp;&nbsp;<img align=baseline alt=NO TUMBLE DRY height=36 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/NO-TUMBLE-DRY.png"" title=NO TUMBLE DRY width=39 />&nbsp;<img align=baseline alt=COOL IRON height=30 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/COOL-IRON.png"" title=COOL IRON width=49 />&nbsp;<img align=baseline alt=DO NOT DRY CLEAN height=32 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/DO-NOT-DRY-CLEAN.png"" title=DO NOT DRY CLEAN width=42 />&nbsp;</p><h1>Care Code Guide</h1><p>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of fabrics.<br /><br />Please click <strong><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Fabric-Care-Guide.pdf""><span style=color:#ff3300;>here </span></a></strong>to download.</p><h1>Colour Accuracy</h1><p>We try our best to ensure photography depicts colours as accurately as possible. Colours can appear different depending on the type of display you are viewing from, therefore we recommend viewing in person for true colour representation. </p>",publish,,0,17/04/22 10:51,1049,open,FDG2869-01-P,,,onbackorder,no
Designers Guild Fabric Boynton Outdoor - Natural,variation-999536028-of-designers-guild-fabric-boynton-outdoor,999535086,999536029,,Colour: Natural,publish,,0,17/04/22 10:51,1049,closed,FDG2869-01,FDG2869-01-P,,onbackorder,no
Designers Guild Fabric Boynton Outdoor - Ecru,variation-999536033-of-designers-guild-fabric-boynton-outdoor,999535086,999536033,,Colour: Ecru,publish,,0,17/04/22 10:51,1049,closed,FDG2869-02,FDG2869-01-P,,onbackorder,no
Designers Guild Fabric Boynton Outdoor - Noir,variation-999536038-of-designers-guild-fabric-boynton-outdoor,999535086,999536038,,Colour: Noir,publish,,0,17/04/22 10:51,1049,closed,FDG2869-03,FDG2869-01-P,,onbackorder,no
Designers Guild Fabric Boynton Outdoor - Aqua,variation-999536043-of-designers-guild-fabric-boynton-outdoor,999535086,999536043,,Colour: Aqua,publish,,0,17/04/22 10:51,1049,closed,FDG2869-04,FDG2869-01-P,,onbackorder,no
