post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,meta:care_code,meta:total_sales,meta:attribute_pa_colour,meta:attribute_pa_shape,meta:attribute_pa_size,meta:attribute_pa_sizes,attribute:Assembly,attribute_data:Assembly,attribute_default:Assembly,attribute:pa_assembly,attribute_data:pa_assembly,attribute_default:pa_assembly,attribute:pa_availability,attribute_data:pa_availability,attribute_default:pa_availability,attribute:pa_availabilty,attribute_data:pa_availabilty,attribute_default:pa_availabilty,attribute:pa_brand-name,attribute_data:pa_brand-name,attribute_default:pa_brand-name,attribute:pa_brands,attribute_data:pa_brands,attribute_default:pa_brands,attribute:pa_collection,attribute_data:pa_collection,attribute_default:pa_collection,attribute:pa_colour,attribute_data:pa_colour,attribute_default:pa_colour,attribute:pa_colour-number,attribute_data:pa_colour-number,attribute_default:pa_colour-number,attribute:pa_composition,attribute_data:pa_composition,attribute_default:pa_composition,attribute:pa_construction,attribute_data:pa_construction,attribute_default:pa_construction,attribute:pa_country-of-origin,attribute_data:pa_country-of-origin,attribute_default:pa_country-of-origin,attribute:pa_current-deal,attribute_data:pa_current-deal,attribute_default:pa_current-deal,attribute:pa_delivery,attribute_data:pa_delivery,attribute_default:pa_delivery,attribute:pa_design-name,attribute_data:pa_design-name,attribute_default:pa_design-name,attribute:pa_design-style,attribute_data:pa_design-style,attribute_default:pa_design-style,attribute:pa_dimensions,attribute_data:pa_dimensions,attribute_default:pa_dimensions,attribute:pa_effects,attribute_data:pa_effects,attribute_default:pa_effects,attribute:pa_end-use,attribute_data:pa_end-use,attribute_default:pa_end-use,attribute:pa_horizontal-pattern-repeat,attribute_data:pa_horizontal-pattern-repeat,attribute_default:pa_horizontal-pattern-repeat,attribute:pa_lightfastness,attribute_data:pa_lightfastness,attribute_default:pa_lightfastness,attribute:pa_match,attribute_data:pa_match,attribute_default:pa_match,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_nuance,attribute_data:pa_nuance,attribute_default:pa_nuance,attribute:pa_origin,attribute_data:pa_origin,attribute_default:pa_origin,attribute:pa_pattern,attribute_data:pa_pattern,attribute_default:pa_pattern,attribute:pa_pattern-height,attribute_data:pa_pattern-height,attribute_default:pa_pattern-height,attribute:pa_pattern-repeat,attribute_data:pa_pattern-repeat,attribute_default:pa_pattern-repeat,attribute:pa_pattern-width,attribute_data:pa_pattern-width,attribute_default:pa_pattern-width,attribute:pa_primary-colour,attribute_data:pa_primary-colour,attribute_default:pa_primary-colour,attribute:pa_repeat-size,attribute_data:pa_repeat-size,attribute_default:pa_repeat-size,attribute:pa_roll-length,attribute_data:pa_roll-length,attribute_default:pa_roll-length,attribute:pa_roll-width,attribute_data:pa_roll-width,attribute_default:pa_roll-width,attribute:pa_room-type,attribute_data:pa_room-type,attribute_default:pa_room-type,attribute:pa_secondary-colour,attribute_data:pa_secondary-colour,attribute_default:pa_secondary-colour,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_size,attribute_data:pa_size,attribute_default:pa_size,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_sold-by,attribute_data:pa_sold-by,attribute_default:pa_sold-by,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style,attribute:pa_timber,attribute_data:pa_timber,attribute_default:pa_timber,attribute:pa_usage,attribute_data:pa_usage,attribute_default:pa_usage,attribute:pa_vertical-pattern-repeat,attribute_data:pa_vertical-pattern-repeat,attribute_default:pa_vertical-pattern-repeat,attribute:pa_washability,attribute_data:pa_washability,attribute_default:pa_washability,attribute:pa_weight,attribute_data:pa_weight,attribute_default:pa_weight,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width
"Christian Lacroix Wallpaper Noailles - Jour",variation-459403-of-christian-lacroix-wallpaper-noailles,457485,459403,,"Colour: Jour",publish,,0,"2022-03-03 17:59:42",1,closed,PCL1007-01,PCL1007-01-P,,no,no,0,343,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL1007-01-4.jpg ! alt :  ! title : PCL1007-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-noailles-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Jour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Noailles - Nuit",variation-459408-of-christian-lacroix-wallpaper-noailles,457485,459408,,"Colour: Nuit",publish,,0,"2022-03-03 17:59:44",1,closed,PCL1007-02,PCL1007-01-P,,no,no,0,343,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL1007-02.jpg ! alt :  ! title : PCL1007-02 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-noailles-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Nuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Noailles - Graphite",variation-459413-of-christian-lacroix-wallpaper-noailles,457485,459413,,"Colour: Graphite",publish,,0,"2022-03-03 17:59:47",1,closed,PCL1007-04,PCL1007-01-P,,no,no,0,343,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL1007-04.jpg ! alt :  ! title : PCL1007-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-noailles-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Coup De Vent",christian-lacroix-wallpaper-coup-de-vent,,457490,"This delicate evocation of trailing ivy branches and blossoming pansies in trellis formation, frame a series of serene landscapes - a viewpoint into the unique world of Christian Lacroix. Available in four distinct colourways, this non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging.","<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>",publish,,0,"2022-03-03 17:42:38",1,open,PCL7016-01-P,,,no,no,,301,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7016-01.jpg ! alt : Christian Lacroix Wallpaper Coup De Vent  ! title : Christian Lacroix Wallpaper Coup De Vent  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7016-01-1.jpg ! alt : Christian Lacroix Wallpaper Coup De Vent  ! title : Christian Lacroix Wallpaper Coup De Vent  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7016-01-2.jpg ! alt : Christian Lacroix Wallpaper Coup De Vent  ! title : Christian Lacroix Wallpaper Coup De Vent  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7016-01-3.jpg ! alt : Christian Lacroix Wallpaper Coup De Vent  ! title : Christian Lacroix Wallpaper Coup De Vent  4 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-coup-de-vent/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Christian Lacroix, Christian Lacroix Wallpaper",1|1|0,,,,,"Histories Naturelles",2|1|0,,"Crepuscule|Cuivre|Perce Neige|Source",3|1|1,Crepuscule,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,"Coup De Vent",4|1|0,,"Modern Contemporary",5|1|0,,,,,,,,,,,52Cm,10|1|0,,,,,"Half Drop",8|1|0,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",14|1|0,,"Animals &amp; Nature",6|1|0,,,,,,,,,,,,,,,,,10M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,76Cm,9|1|0,,,,,,,,52Cm,11|1|0,
"Christian Lacroix Wallpaper Coup De Vent - Crepuscule",variation-459418-of-christian-lacroix-wallpaper-coup-de-vent,457490,459418,,"Colour: Crepuscule",publish,,0,"2022-03-03 17:59:49",1,closed,PCL7016-01,PCL7016-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7016-01-4.jpg ! alt :  ! title : PCL7016-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-coup-de-vent/,,,,,,,,,,,,,,,,"Free Shipping",,,Crepuscule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Coup De Vent - Perce Neige",variation-459423-of-christian-lacroix-wallpaper-coup-de-vent,457490,459423,,"Colour: Perce Neige",publish,,0,"2022-03-03 17:59:51",1,closed,PCL7016-02,PCL7016-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7016-02.jpg ! alt :  ! title : PCL7016-02 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-coup-de-vent/,,,,,,,,,,,,,,,,"Free Shipping",,,"Perce Neige",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Coup De Vent - Source",variation-459428-of-christian-lacroix-wallpaper-coup-de-vent,457490,459428,,"Colour: Source",publish,,0,"2022-03-03 17:59:53",1,closed,PCL7016-03,PCL7016-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7016-03.jpg ! alt :  ! title : PCL7016-03 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-coup-de-vent/,,,,,,,,,,,,,,,,"Free Shipping",,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Coup De Vent - Cuivre",variation-459433-of-christian-lacroix-wallpaper-coup-de-vent,457490,459433,,"Colour: Cuivre",publish,,0,"2022-03-03 17:59:55",1,closed,PCL7016-04,PCL7016-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7016-04.jpg ! alt :  ! title : PCL7016-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-coup-de-vent/,,,,,,,,,,,,,,,,"Free Shipping",,,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Birds Sinfonia",christian-lacroix-wallpaper-birds-sinfonia-2,,457495,"Inspired birds gather amidst highly detailed botanicals with striking, graphic lines overlaid to provide a feeling of fluidity for that unique Christian Lacroix edge. This non-woven wallpaper is printed onto a luxurious heavyweight ground for ease of hanging and is available in eight sleek colourways.","<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>",publish,,0,"2022-03-03 17:42:42",1,open,PCL7017-01-P,,,no,no,,364,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7017-01.jpg ! alt : Christian Lacroix Wallpaper Birds Sinfonia  ! title : Christian Lacroix Wallpaper Birds Sinfonia  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7017-01-1.jpg ! alt : Christian Lacroix Wallpaper Birds Sinfonia  ! title : Christian Lacroix Wallpaper Birds Sinfonia  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7017-01-2.jpg ! alt : Christian Lacroix Wallpaper Birds Sinfonia  ! title : Christian Lacroix Wallpaper Birds Sinfonia  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7017-01-3.jpg ! alt : Christian Lacroix Wallpaper Birds Sinfonia  ! title : Christian Lacroix Wallpaper Birds Sinfonia  4 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-birds-sinfonia-2/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Christian Lacroix, Christian Lacroix Wallpaper",1|1|0,,,,,"Histories Naturelles",2|1|0,,"Argent|Crepuscule|Or|Perce Neige",3|1|1,Crepuscule,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,"Birds Sinfonia",4|1|0,,"Modern Contemporary",5|1|0,,,,,,,,,,,68.5Cm,10|1|0,,,,,"Half Drop",8|1|0,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",14|1|0,,"Animals &amp; Nature",6|1|0,,,,,,,,,,,,,,,,,10M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,68.5Cm,9|1|0,,,,,,,,68.5Cm,11|1|0,
"Christian Lacroix Wallpaper Birds Sinfonia - Crepuscule",variation-459438-of-christian-lacroix-wallpaper-birds-sinfonia,457495,459438,,"Colour: Crepuscule",publish,,0,"2022-03-03 17:59:57",1,closed,PCL7017-01,PCL7017-01-P,,no,no,0,364,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7017-01-4.jpg ! alt :  ! title : PCL7017-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-birds-sinfonia-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Crepuscule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Birds Sinfonia - Perce Neige",variation-459443-of-christian-lacroix-wallpaper-birds-sinfonia,457495,459443,,"Colour: Perce Neige",publish,,0,"2022-03-03 18:00:00",1,closed,PCL7017-02,PCL7017-01-P,,no,no,0,364,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7017-02.jpg ! alt :  ! title : PCL7017-02 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-birds-sinfonia-2/,,,,,,,,,,,,,,,,"Free Shipping",,,"Perce Neige",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Birds Sinfonia - Argent",variation-459448-of-christian-lacroix-wallpaper-birds-sinfonia,457495,459448,,"Colour: Argent",publish,,0,"2022-03-03 18:00:01",1,closed,PCL7017-03,PCL7017-01-P,,no,no,0,364,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7017-03.jpg ! alt :  ! title : PCL7017-03 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-birds-sinfonia-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Birds Sinfonia - Or",variation-459453-of-christian-lacroix-wallpaper-birds-sinfonia,457495,459453,,"Colour: Or",publish,,0,"2022-03-03 18:00:04",1,closed,PCL7017-04,PCL7017-01-P,,no,no,0,364,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7017-04.jpg ! alt :  ! title : PCL7017-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-birds-sinfonia-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Primavera Labyrinthum",christian-lacroix-wallpaper-primavera-labyrinthum-2,,457500,"Interlocking botanicals and graphic lines unite to create a stunning embodiment of tailored chic from Christian Lacroix. In six unique colourways, this non-woven wallpaper is highly versatile. Printed onto a luxurious heavyweight ground for ease of hanging.","<h1>Care Code</h1><p><img align=baseline alt=imageedit 5 2242489781 height=133 src=""https://inspiry.co.nz/wp-content/uploads/2020/09/imageedit_5_2242489781.png"" title=imageedit 5 2242489781 width=127 /></p><h1>Care CodeGuide</h1><p><span style=font-size: 1em;>Careful and regular maintenance is the key to prolonging the life and retaining the appearance of soft furnishings. The following notes are offered as a brief guide on the care and cleaning of wallpaper.<br /><br />Please click </span><strong style=font-size: 1em;><a href=""https://inspiry.co.nz/wp-content/uploads/2020/09/Inspiry-Wallpaper-Care-Guide.pdf""><span style=color:#ff0033;>here</span><span style=color:#696969;> </span></a></strong><span style=font-size: 1em;>to download.</span>",publish,,0,"2022-03-03 17:42:46",1,open,PCL7018-01-P,,,no,no,,301,,1.3,60,8.5,60,,outofstock,no,no,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7018-01.jpg ! alt : Christian Lacroix Wallpaper Primavera Labyrinthum  ! title : Christian Lacroix Wallpaper Primavera Labyrinthum  1 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7018-01-1.jpg ! alt : Christian Lacroix Wallpaper Primavera Labyrinthum  ! title : Christian Lacroix Wallpaper Primavera Labyrinthum  2 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7018-01-2.jpg ! alt : Christian Lacroix Wallpaper Primavera Labyrinthum  ! title : Christian Lacroix Wallpaper Primavera Labyrinthum  3 ! desc :  ! caption :  | http://localhost/wp-content/uploads/2022/03/PCL7018-01-3.jpg ! alt : Christian Lacroix Wallpaper Primavera Labyrinthum  ! title : Christian Lacroix Wallpaper Primavera Labyrinthum  4 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-primavera-labyrinthum-2/,,,,,,,,,,,,variable,outofstock,Wallpaper,,,,0,,,,,,,,,,,"Delivery 3 weeks after ordering. Order now",32|1|0,,,,,"Christian Lacroix, Christian Lacroix Wallpaper",1|1|0,,,,,"Histories Naturelles",2|1|0,,"Argent|Crepuscule|Or|Perce Neige",3|1|1,Crepuscule,,,,"Non Woven Paste the Wall",7|1|0,,,,,,,,,,,Free,33|1|0,,"Primavera Labyrinthum",4|1|0,,"Modern Contemporary",5|1|0,,,,,,,,,,,52Cm,10|1|0,,,,,"Straight Match",8|1|0,,,,,,,,"Designed By The House Of Christian Lacroix In Paris, Shipped From The Uk",14|1|0,,"Animals &amp; Nature",6|1|0,,,,,,,,,,,,,,,,,10M,12|1|0,,,,,,,,,,,,,,,,,,,,Roll,13|1|0,,,,,,,,,,,68.5Cm,9|1|0,,,,,,,,52Cm,11|1|0,
"Christian Lacroix Wallpaper Primavera Labyrinthum - Crepuscule",variation-459458-of-christian-lacroix-wallpaper-primavera-labyrinthum,457500,459458,,"Colour: Crepuscule",publish,,0,"2022-03-03 18:00:07",1,closed,PCL7018-01,PCL7018-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7018-01-4.jpg ! alt :  ! title : PCL7018-01 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-primavera-labyrinthum-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Crepuscule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Primavera Labyrinthum - Perce Neige",variation-459463-of-christian-lacroix-wallpaper-primavera-labyrinthum,457500,459463,,"Colour: Perce Neige",publish,,0,"2022-03-03 18:00:09",1,closed,PCL7018-02,PCL7018-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7018-02.jpg ! alt :  ! title : PCL7018-02 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-primavera-labyrinthum-2/,,,,,,,,,,,,,,,,"Free Shipping",,,"Perce Neige",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Primavera Labyrinthum - Argent",variation-459468-of-christian-lacroix-wallpaper-primavera-labyrinthum,457500,459468,,"Colour: Argent",publish,,0,"2022-03-03 18:00:12",1,closed,PCL7018-03,PCL7018-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7018-03.jpg ! alt :  ! title : PCL7018-03 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-primavera-labyrinthum-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Argent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Lacroix Wallpaper Primavera Labyrinthum - Or",variation-459473-of-christian-lacroix-wallpaper-primavera-labyrinthum,457500,459473,,"Colour: Or",publish,,0,"2022-03-03 18:00:16",1,closed,PCL7018-04,PCL7018-01-P,,no,no,0,301,,1.3,60,8.5,60,,instock,no,,,no,taxable,,,no,,,,,,,,"http://localhost/wp-content/uploads/2022/03/PCL7018-04.jpg ! alt :  ! title : PCL7018-04 ! desc :  ! caption : ",,https://localhost/products/christian-lacroix-wallpaper-primavera-labyrinthum-2/,,,,,,,,,,,,,,,,"Free Shipping",,,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
